OBJECTID,FIPS,COUNTY,TOPIC,YEAR,AGE,COUNTS,AADJ_RATE,LOWR_LIM,UPPR_LIM,STD_ERR,ST_RATE,ST_LOWR_LIM,ST_UPPR_LIM,NAME
23699,55025,Dane,Female Breast,2009-2013,All Ages,1719,70.9,67.5,74.4,1.8,68.4,67.5,69.3,Dane
23700,55025,Dane,Female Breast,2010-2014,All Ages,1780,71.4,68,74.9,1.7,68.5,67.6,69.4,Dane
23701,55025,Dane,Female Breast,2011-2015,All Ages,1860,73,69.6,76.5,1.7,69.2,68.3,70.1,Dane
23702,55025,Dane,Female Breast,2012-2016,All Ages,1867,71.8,68.5,75.2,1.7,69.3,68.4,70.3,Dane
23703,55025,Dane,Female Breast,2013-2017,All Ages,1889,70.9,67.7,74.3,1.7,69.7,68.8,70.6,Dane
23704,55025,Dane,Female Breast,2014-2018,All Ages,1913,70.3,67.1,73.6,1.7,70.1,69.2,71,Dane
23705,55025,Dane,Female Breast,2015-2019,All Ages,1986,71.3,68.1,74.6,1.6,71,70.1,71.9,Dane
23706,55025,Dane,Female Breast,2016-2020,All Ages,2015,70.7,67.5,73.9,1.6,70.2,69.3,71.1,Dane
24049,55027,Dodge,Female Breast,1999-2003,All Ages,324,69.9,62.5,78,3.9,73.3,72.3,74.4,Dodge
24050,55027,Dodge,Female Breast,2000-2004,All Ages,326,69.3,62,77.3,3.9,70.9,69.9,71.9,Dodge
24051,55027,Dodge,Female Breast,2001-2005,All Ages,330,69.5,62.2,77.5,3.8,68.9,68,69.9,Dodge
24052,55027,Dodge,Female Breast,2002-2006,All Ages,330,68.5,61.3,76.3,3.8,67.1,66.1,68,Dodge
24053,55027,Dodge,Female Breast,2003-2007,All Ages,320,65.3,58.3,72.9,3.7,66.4,65.5,67.4,Dodge
24054,55027,Dodge,Female Breast,2004-2008,All Ages,318,64,57.1,71.5,3.6,66.4,65.5,67.3,Dodge
24055,55027,Dodge,Female Breast,2005-2009,All Ages,301,59.4,52.8,66.6,3.4,67.2,66.2,68.1,Dodge
24056,55027,Dodge,Female Breast,2006-2010,All Ages,293,57,50.6,64,3.4,67,66.1,67.9,Dodge
24057,55027,Dodge,Female Breast,2007-2011,All Ages,286,55.1,48.8,61.9,3.3,67.5,66.6,68.4,Dodge
24058,55027,Dodge,Female Breast,2008-2012,All Ages,303,57.7,51.3,64.7,3.4,67.9,66.9,68.8,Dodge
24059,55027,Dodge,Female Breast,2009-2013,All Ages,323,60.8,54.3,68,3.4,68.4,67.5,69.3,Dodge
24060,55027,Dodge,Female Breast,2010-2014,All Ages,323,60.8,54.2,67.9,3.4,68.5,67.6,69.4,Dodge
24061,55027,Dodge,Female Breast,2011-2015,All Ages,317,58.9,52.5,66,3.4,69.2,68.3,70.1,Dodge
24062,55027,Dodge,Female Breast,2012-2016,All Ages,319,59,52.5,66.1,3.4,69.3,68.4,70.3,Dodge
24063,55027,Dodge,Female Breast,2013-2017,All Ages,314,57.4,51,64.3,3.3,69.7,68.8,70.6,Dodge
24064,55027,Dodge,Female Breast,2014-2018,All Ages,320,57.8,51.4,64.7,3.3,70.1,69.2,71,Dodge
24065,55027,Dodge,Female Breast,2015-2019,All Ages,357,62.1,55.6,69.2,3.4,71,70.1,71.9,Dodge
24066,55027,Dodge,Female Breast,2016-2020,All Ages,370,63.7,57.1,70.8,3.4,70.2,69.3,71.1,Dodge
24409,55029,Door,Female Breast,1999-2003,All Ages,207,109.9,95.3,126.4,7.7,73.3,72.3,74.4,Door
24410,55029,Door,Female Breast,2000-2004,All Ages,204,105.3,91.2,121.3,7.5,70.9,69.9,71.9,Door
24411,55029,Door,Female Breast,2001-2005,All Ages,199,101,87.1,116.6,7.3,68.9,68,69.9,Door
24412,55029,Door,Female Breast,2002-2006,All Ages,183,91.6,78.5,106.6,7,67.1,66.1,68,Door
24413,55029,Door,Female Breast,2003-2007,All Ages,170,81.9,69.7,95.9,6.5,66.4,65.5,67.4,Door
24414,55029,Door,Female Breast,2004-2008,All Ages,163,77.8,65.8,91.6,6.4,66.4,65.5,67.3,Door
24415,55029,Door,Female Breast,2005-2009,All Ages,164,77.2,65.2,91.1,6.4,67.2,66.2,68.1,Door
24416,55029,Door,Female Breast,2006-2010,All Ages,161,75.8,63.9,89.6,6.4,67,66.1,67.9,Door
24417,55029,Door,Female Breast,2007-2011,All Ages,162,75.1,63.3,88.8,6.3,67.5,66.6,68.4,Door
24418,55029,Door,Female Breast,2008-2012,All Ages,158,72.2,60.6,85.7,6.2,67.9,66.9,68.8,Door
24419,55029,Door,Female Breast,2009-2013,All Ages,149,68.9,57.4,82.4,6.2,68.4,67.5,69.3,Door
24420,55029,Door,Female Breast,2010-2014,All Ages,147,67.6,56.3,81,6.1,68.5,67.6,69.4,Door
24421,55029,Door,Female Breast,2011-2015,All Ages,159,69.8,58.4,83.2,6.1,69.2,68.3,70.1,Door
24422,55029,Door,Female Breast,2012-2016,All Ages,155,65.9,54.9,78.9,5.9,69.3,68.4,70.3,Door
24423,55029,Door,Female Breast,2013-2017,All Ages,149,64.7,53.5,77.9,6,69.7,68.8,70.6,Door
24424,55029,Door,Female Breast,2014-2018,All Ages,148,59.1,49,71.1,5.4,70.1,69.2,71,Door
24425,55029,Door,Female Breast,2015-2019,All Ages,156,64.1,53,77.3,6,71,70.1,71.9,Door
24426,55029,Door,Female Breast,2016-2020,All Ages,158,66.4,54.8,80,6.2,70.2,69.3,71.1,Door
24769,55031,Douglas,Female Breast,1999-2003,All Ages,111,46.5,38.3,56.1,4.4,73.3,72.3,74.4,Douglas
24770,55031,Douglas,Female Breast,2000-2004,All Ages,103,43,35.1,52.2,4.3,70.9,69.9,71.9,Douglas
24771,55031,Douglas,Female Breast,2001-2005,All Ages,106,44,36,53.3,4.3,68.9,68,69.9,Douglas
24772,55031,Douglas,Female Breast,2002-2006,All Ages,113,46.8,38.5,56.4,4.4,67.1,66.1,68,Douglas
24773,55031,Douglas,Female Breast,2003-2007,All Ages,122,50,41.4,59.8,4.6,66.4,65.5,67.4,Douglas
24774,55031,Douglas,Female Breast,2004-2008,All Ages,126,51,42.4,60.8,4.6,66.4,65.5,67.3,Douglas
24775,55031,Douglas,Female Breast,2005-2009,All Ages,132,52.7,44,62.7,4.6,67.2,66.2,68.1,Douglas
24776,55031,Douglas,Female Breast,2006-2010,All Ages,129,51.1,42.5,61,4.6,67,66.1,67.9,Douglas
24777,55031,Douglas,Female Breast,2007-2011,All Ages,123,48,39.7,57.6,4.4,67.5,66.6,68.4,Douglas
24778,55031,Douglas,Female Breast,2008-2012,All Ages,135,52.3,43.6,62.2,4.6,67.9,66.9,68.8,Douglas
24779,55031,Douglas,Female Breast,2009-2013,All Ages,135,51.3,42.7,61.1,4.5,68.4,67.5,69.3,Douglas
24780,55031,Douglas,Female Breast,2010-2014,All Ages,131,48.7,40.4,58.1,4.4,68.5,67.6,69.4,Douglas
24781,55031,Douglas,Female Breast,2011-2015,All Ages,143,52.5,44,62.2,4.5,69.2,68.3,70.1,Douglas
24782,55031,Douglas,Female Breast,2012-2016,All Ages,156,57.2,48.3,67.3,4.7,69.3,68.4,70.3,Douglas
24783,55031,Douglas,Female Breast,2013-2017,All Ages,166,61.1,51.8,71.6,4.9,69.7,68.8,70.6,Douglas
24784,55031,Douglas,Female Breast,2014-2018,All Ages,177,64.3,54.8,75.1,5,70.1,69.2,71,Douglas
24785,55031,Douglas,Female Breast,2015-2019,All Ages,175,63,53.6,73.6,5,71,70.1,71.9,Douglas
24786,55031,Douglas,Female Breast,2016-2020,All Ages,166,59.9,50.8,70.4,4.9,70.2,69.3,71.1,Douglas
25129,55033,Dunn,Female Breast,1999-2003,All Ages,110,60.9,50,73.4,5.8,73.3,72.3,74.4,Dunn
25130,55033,Dunn,Female Breast,2000-2004,All Ages,115,62.4,51.5,74.9,5.8,70.9,69.9,71.9,Dunn
25131,55033,Dunn,Female Breast,2001-2005,All Ages,109,58.3,47.8,70.4,5.6,68.9,68,69.9,Dunn
25132,55033,Dunn,Female Breast,2002-2006,All Ages,110,57.5,47.2,69.3,5.5,67.1,66.1,68,Dunn
25133,55033,Dunn,Female Breast,2003-2007,All Ages,107,54.2,44.4,65.6,5.3,66.4,65.5,67.4,Dunn
25134,55033,Dunn,Female Breast,2004-2008,All Ages,113,56.2,46.2,67.6,5.3,66.4,65.5,67.3,Dunn
25135,55033,Dunn,Female Breast,2005-2009,All Ages,118,57.6,47.6,69.1,5.4,67.2,66.2,68.1,Dunn
25136,55033,Dunn,Female Breast,2006-2010,All Ages,132,62.6,52.3,74.5,5.5,67,66.1,67.9,Dunn
25137,55033,Dunn,Female Breast,2007-2011,All Ages,138,64.4,53.9,76.3,5.6,67.5,66.6,68.4,Dunn
25138,55033,Dunn,Female Breast,2008-2012,All Ages,149,69.7,58.7,82.1,5.8,67.9,66.9,68.8,Dunn
25139,55033,Dunn,Female Breast,2009-2013,All Ages,135,63,52.6,74.9,5.6,68.4,67.5,69.3,Dunn
25140,55033,Dunn,Female Breast,2010-2014,All Ages,143,64.7,54.2,76.6,5.6,68.5,67.6,69.4,Dunn
25141,55033,Dunn,Female Breast,2011-2015,All Ages,147,65.1,54.7,77,5.5,69.2,68.3,70.1,Dunn
25142,55033,Dunn,Female Breast,2012-2016,All Ages,148,64,53.8,75.7,5.5,69.3,68.4,70.3,Dunn
25143,55033,Dunn,Female Breast,2013-2017,All Ages,151,64.8,54.5,76.5,5.5,69.7,68.8,70.6,Dunn
25144,55033,Dunn,Female Breast,2014-2018,All Ages,164,68.5,57.9,80.4,5.6,70.1,69.2,71,Dunn
25145,55033,Dunn,Female Breast,2015-2019,All Ages,160,65.7,55.5,77.3,5.4,71,70.1,71.9,Dunn
25146,55033,Dunn,Female Breast,2016-2020,All Ages,159,64.4,54.4,75.8,5.3,70.2,69.3,71.1,Dunn
25489,55035,Eau Claire,Female Breast,1999-2003,All Ages,289,65.5,58.1,73.5,3.9,73.3,72.3,74.4,Eau Claire
25490,55035,Eau Claire,Female Breast,2000-2004,All Ages,280,62.9,55.7,70.7,3.8,70.9,69.9,71.9,Eau Claire
25491,55035,Eau Claire,Female Breast,2001-2005,All Ages,264,58.4,51.6,66,3.6,68.9,68,69.9,Eau Claire
25492,55035,Eau Claire,Female Breast,2002-2006,All Ages,252,54.7,48.1,62,3.5,67.1,66.1,68,Eau Claire
25493,55035,Eau Claire,Female Breast,2003-2007,All Ages,262,55.8,49.2,63,3.5,66.4,65.5,67.4,Eau Claire
25494,55035,Eau Claire,Female Breast,2004-2008,All Ages,299,62.9,55.9,70.5,3.7,66.4,65.5,67.3,Eau Claire
25495,55035,Eau Claire,Female Breast,2005-2009,All Ages,334,69.6,62.2,77.6,3.9,67.2,66.2,68.1,Eau Claire
25496,55035,Eau Claire,Female Breast,2006-2010,All Ages,346,70.6,63.3,78.6,3.9,67,66.1,67.9,Eau Claire
25497,55035,Eau Claire,Female Breast,2007-2011,All Ages,346,68.9,61.7,76.7,3.8,67.5,66.6,68.4,Eau Claire
25498,55035,Eau Claire,Female Breast,2008-2012,All Ages,350,68.3,61.2,76,3.7,67.9,66.9,68.8,Eau Claire
25499,55035,Eau Claire,Female Breast,2009-2013,All Ages,352,67.1,60.1,74.7,3.7,68.4,67.5,69.3,Eau Claire
25500,55035,Eau Claire,Female Breast,2010-2014,All Ages,372,68.9,61.9,76.4,3.7,68.5,67.6,69.4,Eau Claire
25501,55035,Eau Claire,Female Breast,2011-2015,All Ages,378,69.5,62.5,77,3.7,69.2,68.3,70.1,Eau Claire
25502,55035,Eau Claire,Female Breast,2012-2016,All Ages,373,69,62,76.6,3.7,69.3,68.4,70.3,Eau Claire
25503,55035,Eau Claire,Female Breast,2013-2017,All Ages,374,68.2,61.3,75.7,3.6,69.7,68.8,70.6,Eau Claire
25504,55035,Eau Claire,Female Breast,2014-2018,All Ages,345,62,55.5,69.1,3.4,70.1,69.2,71,Eau Claire
25505,55035,Eau Claire,Female Breast,2015-2019,All Ages,329,58.5,52.2,65.4,3.3,71,70.1,71.9,Eau Claire
25506,55035,Eau Claire,Female Breast,2016-2020,All Ages,329,57.4,51.1,64.2,3.3,70.2,69.3,71.1,Eau Claire
25849,55037,Florence,Female Breast,1999-2003,All Ages,23,72.6,45.8,111,15.3,73.3,72.3,74.4,Florence
25850,55037,Florence,Female Breast,2000-2004,All Ages,20,60.9,37.1,96.4,13.7,70.9,69.9,71.9,Florence
25851,55037,Florence,Female Breast,2001-2005,All Ages,16,49.2,28,82.5,12.4,68.9,68,69.9,Florence
25852,55037,Florence,Female Breast,2002-2006,All Ages,13,38,20.1,68.1,10.6,67.1,66.1,68,Florence
25853,55037,Florence,Female Breast,2003-2007,All Ages,14,40.8,22.1,71.7,11,66.4,65.5,67.4,Florence
25854,55037,Florence,Female Breast,2004-2008,All Ages,17,49.8,28.8,83,12.2,66.4,65.5,67.3,Florence
25855,55037,Florence,Female Breast,2005-2009,All Ages,22,63.8,39.8,100.1,13.7,67.2,66.2,68.1,Florence
25856,55037,Florence,Female Breast,2006-2010,All Ages,19,52.4,31.5,85.9,12.1,67,66.1,67.9,Florence
25857,55037,Florence,Female Breast,2007-2011,All Ages,23,61.9,39.1,97.2,13,67.5,66.6,68.4,Florence
25858,55037,Florence,Female Breast,2008-2012,All Ages,26,69,44.9,105.7,13.6,67.9,66.9,68.8,Florence
25859,55037,Florence,Female Breast,2009-2013,All Ages,23,59,37.2,93.7,12.4,68.4,67.5,69.3,Florence
25860,55037,Florence,Female Breast,2010-2014,All Ages,17,43.7,25.1,75.8,10.8,68.5,67.6,69.4,Florence
25861,55037,Florence,Female Breast,2011-2015,All Ages,19,48.6,28.9,81.9,11.4,69.2,68.3,70.1,Florence
25862,55037,Florence,Female Breast,2012-2016,All Ages,15,37.2,20.4,68.2,9.9,69.3,68.4,70.3,Florence
25863,55037,Florence,Female Breast,2013-2017,All Ages,13,31.5,16.2,61.3,9.2,69.7,68.8,70.6,Florence
25864,55037,Florence,Female Breast,2014-2018,All Ages,12,32.2,14.9,65.3,10.6,70.1,69.2,71,Florence
25865,55037,Florence,Female Breast,2015-2019,All Ages,20,53.8,29,94.5,14.7,71,70.1,71.9,Florence
25866,55037,Florence,Female Breast,2016-2020,All Ages,23,78.1,43.7,130,20.2,70.2,69.3,71.1,Florence
26209,55039,Fond du Lac,Female Breast,1999-2003,All Ages,364,69.3,62.4,76.9,3.7,73.3,72.3,74.4,Fond du Lac
26210,55039,Fond du Lac,Female Breast,2000-2004,All Ages,347,64.6,57.9,71.8,3.5,70.9,69.9,71.9,Fond du Lac
26211,55039,Fond du Lac,Female Breast,2001-2005,All Ages,364,67.1,60.3,74.4,3.5,68.9,68,69.9,Fond du Lac
26212,55039,Fond du Lac,Female Breast,2002-2006,All Ages,366,66.9,60.1,74.2,3.5,67.1,66.1,68,Fond du Lac
26213,55039,Fond du Lac,Female Breast,2003-2007,All Ages,378,67.6,60.9,74.8,3.5,66.4,65.5,67.4,Fond du Lac
26214,55039,Fond du Lac,Female Breast,2004-2008,All Ages,392,68.4,61.7,75.6,3.5,66.4,65.5,67.3,Fond du Lac
26215,55039,Fond du Lac,Female Breast,2005-2009,All Ages,406,69.9,63.2,77.2,3.5,67.2,66.2,68.1,Fond du Lac
26216,55039,Fond du Lac,Female Breast,2006-2010,All Ages,400,67.3,60.7,74.3,3.4,67,66.1,67.9,Fond du Lac
26217,55039,Fond du Lac,Female Breast,2007-2011,All Ages,419,69.3,62.7,76.4,3.4,67.5,66.6,68.4,Fond du Lac
26218,55039,Fond du Lac,Female Breast,2008-2012,All Ages,430,70.7,64,77.9,3.5,67.9,66.9,68.8,Fond du Lac
26219,55039,Fond du Lac,Female Breast,2009-2013,All Ages,428,69.7,63,76.8,3.5,68.4,67.5,69.3,Fond du Lac
26220,55039,Fond du Lac,Female Breast,2010-2014,All Ages,423,67.5,61.1,74.5,3.4,68.5,67.6,69.4,Fond du Lac
26221,55039,Fond du Lac,Female Breast,2011-2015,All Ages,443,70.4,63.8,77.5,3.5,69.2,68.3,70.1,Fond du Lac
26222,55039,Fond du Lac,Female Breast,2012-2016,All Ages,449,70.4,63.8,77.5,3.4,69.3,68.4,70.3,Fond du Lac
26223,55039,Fond du Lac,Female Breast,2013-2017,All Ages,436,67.7,61.2,74.6,3.4,69.7,68.8,70.6,Fond du Lac
26224,55039,Fond du Lac,Female Breast,2014-2018,All Ages,442,68.8,62.3,75.9,3.4,70.1,69.2,71,Fond du Lac
26225,55039,Fond du Lac,Female Breast,2015-2019,All Ages,483,74.5,67.7,81.8,3.5,71,70.1,71.9,Fond du Lac
26226,55039,Fond du Lac,Female Breast,2016-2020,All Ages,468,71.3,64.7,78.4,3.5,70.2,69.3,71.1,Fond du Lac
26569,55041,Forest,Female Breast,1999-2003,All Ages,45,66,47.8,89.5,10,73.3,72.3,74.4,Forest
26570,55041,Forest,Female Breast,2000-2004,All Ages,42,61.7,44.1,84.6,9.7,70.9,69.9,71.9,Forest
26571,55041,Forest,Female Breast,2001-2005,All Ages,45,64.9,47,88.2,9.9,68.9,68,69.9,Forest
26572,55041,Forest,Female Breast,2002-2006,All Ages,34,49.4,34,70.3,8.6,67.1,66.1,68,Forest
26573,55041,Forest,Female Breast,2003-2007,All Ages,29,41.8,27.8,61.2,7.9,66.4,65.5,67.4,Forest
26574,55041,Forest,Female Breast,2004-2008,All Ages,26,37.4,24.2,56,7.4,66.4,65.5,67.3,Forest
26575,55041,Forest,Female Breast,2005-2009,All Ages,32,45.8,31.1,65.9,8.2,67.2,66.2,68.1,Forest
26576,55041,Forest,Female Breast,2006-2010,All Ages,33,49,33.5,70.1,8.7,67,66.1,67.9,Forest
26577,55041,Forest,Female Breast,2007-2011,All Ages,34,51,34.9,72.8,9,67.5,66.6,68.4,Forest
26578,55041,Forest,Female Breast,2008-2012,All Ages,31,48.3,32.4,70.2,9,67.9,66.9,68.8,Forest
26579,55041,Forest,Female Breast,2009-2013,All Ages,30,46.9,31.1,68.8,8.9,68.4,67.5,69.3,Forest
26580,55041,Forest,Female Breast,2010-2014,All Ages,28,44.3,28.8,65.9,8.8,68.5,67.6,69.4,Forest
26581,55041,Forest,Female Breast,2011-2015,All Ages,23,35.1,21.6,54.7,7.7,69.2,68.3,70.1,Forest
26582,55041,Forest,Female Breast,2012-2016,All Ages,31,47.1,31,69.3,9,69.3,68.4,70.3,Forest
26583,55041,Forest,Female Breast,2013-2017,All Ages,40,62.3,43.1,87.9,10.7,69.7,68.8,70.6,Forest
26584,55041,Forest,Female Breast,2014-2018,All Ages,49,78.7,56.3,107.4,12.3,70.1,69.2,71,Forest
26585,55041,Forest,Female Breast,2015-2019,All Ages,51,78.2,56.3,106.6,12.1,71,70.1,71.9,Forest
26586,55041,Forest,Female Breast,2016-2020,All Ages,54,84.2,60.8,114.1,12.9,70.2,69.3,71.1,Forest
26929,55043,Grant,Female Breast,1999-2003,All Ages,137,51.2,42.9,60.7,4.4,73.3,72.3,74.4,Grant
26930,55043,Grant,Female Breast,2000-2004,All Ages,132,48,40.1,57.1,4.2,70.9,69.9,71.9,Grant
26931,55043,Grant,Female Breast,2001-2005,All Ages,134,47.5,39.7,56.4,4.2,68.9,68,69.9,Grant
26932,55043,Grant,Female Breast,2002-2006,All Ages,137,48.3,40.5,57.4,4.2,67.1,66.1,68,Grant
26933,55043,Grant,Female Breast,2003-2007,All Ages,163,57.7,49,67.5,4.6,66.4,65.5,67.4,Grant
26934,55043,Grant,Female Breast,2004-2008,All Ages,167,59,50.3,69,4.7,66.4,65.5,67.3,Grant
26935,55043,Grant,Female Breast,2005-2009,All Ages,174,61.9,52.9,72.1,4.8,67.2,66.2,68.1,Grant
26936,55043,Grant,Female Breast,2006-2010,All Ages,169,59.9,51,69.9,4.7,67,66.1,67.9,Grant
26937,55043,Grant,Female Breast,2007-2011,All Ages,177,63.3,54.1,73.7,4.9,67.5,66.6,68.4,Grant
26938,55043,Grant,Female Breast,2008-2012,All Ages,166,58.5,49.7,68.5,4.7,67.9,66.9,68.8,Grant
26939,55043,Grant,Female Breast,2009-2013,All Ages,183,64.3,55.1,74.8,4.9,68.4,67.5,69.3,Grant
26940,55043,Grant,Female Breast,2010-2014,All Ages,179,62.6,53.5,72.9,4.9,68.5,67.6,69.4,Grant
26941,55043,Grant,Female Breast,2011-2015,All Ages,193,68.7,59,79.7,5.2,69.2,68.3,70.1,Grant
26942,55043,Grant,Female Breast,2012-2016,All Ages,197,68.4,58.7,79.1,5.1,69.3,68.4,70.3,Grant
26943,55043,Grant,Female Breast,2013-2017,All Ages,208,72.2,62.2,83.3,5.3,69.7,68.8,70.6,Grant
26944,55043,Grant,Female Breast,2014-2018,All Ages,201,69.9,60,80.9,5.2,70.1,69.2,71,Grant
26945,55043,Grant,Female Breast,2015-2019,All Ages,208,71.1,61.3,82.1,5.2,71,70.1,71.9,Grant
26946,55043,Grant,Female Breast,2016-2020,All Ages,216,72.4,62.5,83.4,5.2,70.2,69.3,71.1,Grant
27289,55045,Green,Female Breast,1999-2003,All Ages,133,71.5,59.8,84.8,6.2,73.3,72.3,74.4,Green
27290,55045,Green,Female Breast,2000-2004,All Ages,128,67.8,56.5,80.8,6,70.9,69.9,71.9,Green
27291,55045,Green,Female Breast,2001-2005,All Ages,130,67.4,56.3,80.2,5.9,68.9,68,69.9,Green
27292,55045,Green,Female Breast,2002-2006,All Ages,116,58.5,48.3,70.3,5.5,67.1,66.1,68,Green
27293,55045,Green,Female Breast,2003-2007,All Ages,112,54.7,45,65.9,5.2,66.4,65.5,67.4,Green
27294,55045,Green,Female Breast,2004-2008,All Ages,118,55.9,46.2,67.1,5.2,66.4,65.5,67.3,Green
27295,55045,Green,Female Breast,2005-2009,All Ages,125,58.7,48.8,70.2,5.3,67.2,66.2,68.1,Green
27296,55045,Green,Female Breast,2006-2010,All Ages,121,56.6,46.8,67.9,5.2,67,66.1,67.9,Green
27297,55045,Green,Female Breast,2007-2011,All Ages,117,53.6,44.2,64.6,5,67.5,66.6,68.4,Green
27298,55045,Green,Female Breast,2008-2012,All Ages,121,55.2,45.6,66.4,5.1,67.9,66.9,68.8,Green
27299,55045,Green,Female Breast,2009-2013,All Ages,119,53.8,44.3,64.8,5.1,68.4,67.5,69.3,Green
27300,55045,Green,Female Breast,2010-2014,All Ages,122,54,44.5,65,5.1,68.5,67.6,69.4,Green
27301,55045,Green,Female Breast,2011-2015,All Ages,123,53.4,44.1,64.3,5,69.2,68.3,70.1,Green
27302,55045,Green,Female Breast,2012-2016,All Ages,133,57.2,47.6,68.3,5.1,69.3,68.4,70.3,Green
27303,55045,Green,Female Breast,2013-2017,All Ages,137,57.2,47.7,68.2,5.1,69.7,68.8,70.6,Green
27304,55045,Green,Female Breast,2014-2018,All Ages,133,53.6,44.6,64.2,4.9,70.1,69.2,71,Green
27305,55045,Green,Female Breast,2015-2019,All Ages,137,55.1,45.9,65.8,4.9,71,70.1,71.9,Green
27306,55045,Green,Female Breast,2016-2020,All Ages,132,53,44,63.5,4.8,70.2,69.3,71.1,Green
27649,55047,Green Lake,Female Breast,1999-2003,All Ages,72,59.1,46,75,7.1,73.3,72.3,74.4,Green Lake
27650,55047,Green Lake,Female Breast,2000-2004,All Ages,70,57.6,44.7,73.3,7,70.9,69.9,71.9,Green Lake
27651,55047,Green Lake,Female Breast,2001-2005,All Ages,69,56.8,44,72.5,7,68.9,68,69.9,Green Lake
27652,55047,Green Lake,Female Breast,2002-2006,All Ages,62,51.2,38.9,66.3,6.7,67.1,66.1,68,Green Lake
27653,55047,Green Lake,Female Breast,2003-2007,All Ages,76,61.1,47.8,77.1,7.2,66.4,65.5,67.4,Green Lake
27654,55047,Green Lake,Female Breast,2004-2008,All Ages,84,68.9,54.6,86,7.7,66.4,65.5,67.3,Green Lake
27655,55047,Green Lake,Female Breast,2005-2009,All Ages,91,72.8,58.2,90.1,7.8,67.2,66.2,68.1,Green Lake
27656,55047,Green Lake,Female Breast,2006-2010,All Ages,101,77.8,63,95.3,7.9,67,66.1,67.9,Green Lake
27657,55047,Green Lake,Female Breast,2007-2011,All Ages,110,87.3,71.2,106.2,8.7,67.5,66.6,68.4,Green Lake
27658,55047,Green Lake,Female Breast,2008-2012,All Ages,95,74,59.3,91.6,8,67.9,66.9,68.8,Green Lake
27659,55047,Green Lake,Female Breast,2009-2013,All Ages,89,69.3,54.9,86.6,7.8,68.4,67.5,69.3,Green Lake
27660,55047,Green Lake,Female Breast,2010-2014,All Ages,83,65.3,51.1,82.3,7.6,68.5,67.6,69.4,Green Lake
27661,55047,Green Lake,Female Breast,2011-2015,All Ages,81,65.3,50.8,82.7,7.8,69.2,68.3,70.1,Green Lake
27662,55047,Green Lake,Female Breast,2012-2016,All Ages,74,55.8,43,71.5,6.9,69.3,68.4,70.3,Green Lake
27663,55047,Green Lake,Female Breast,2013-2017,All Ages,87,66.4,52.3,83.4,7.6,69.7,68.8,70.6,Green Lake
27664,55047,Green Lake,Female Breast,2014-2018,All Ages,99,71.1,57.1,88,7.6,70.1,69.2,71,Green Lake
27665,55047,Green Lake,Female Breast,2015-2019,All Ages,114,80.7,65.6,98.5,8.1,71,70.1,71.9,Green Lake
27666,55047,Green Lake,Female Breast,2016-2020,All Ages,118,85.7,69.9,104.4,8.5,70.2,69.3,71.1,Green Lake
28009,55049,Iowa,Female Breast,1999-2003,All Ages,76,62.8,49.5,78.7,7.2,73.3,72.3,74.4,Iowa
28010,55049,Iowa,Female Breast,2000-2004,All Ages,68,55.5,43.1,70.5,6.7,70.9,69.9,71.9,Iowa
28011,55049,Iowa,Female Breast,2001-2005,All Ages,63,50.1,38.5,64.2,6.3,68.9,68,69.9,Iowa
28012,55049,Iowa,Female Breast,2002-2006,All Ages,67,51.4,39.8,65.5,6.3,67.1,66.1,68,Iowa
28013,55049,Iowa,Female Breast,2003-2007,All Ages,64,48.3,37.1,62,6.1,66.4,65.5,67.4,Iowa
28014,55049,Iowa,Female Breast,2004-2008,All Ages,78,57.9,45.7,72.6,6.6,66.4,65.5,67.3,Iowa
28015,55049,Iowa,Female Breast,2005-2009,All Ages,80,59,46.7,73.8,6.7,67.2,66.2,68.1,Iowa
28016,55049,Iowa,Female Breast,2006-2010,All Ages,94,67.4,54.3,82.9,7.1,67,66.1,67.9,Iowa
28017,55049,Iowa,Female Breast,2007-2011,All Ages,85,60.9,48.4,75.7,6.7,67.5,66.6,68.4,Iowa
28018,55049,Iowa,Female Breast,2008-2012,All Ages,91,62.4,50,77.1,6.7,67.9,66.9,68.8,Iowa
28019,55049,Iowa,Female Breast,2009-2013,All Ages,90,61.5,49.2,76.2,6.7,68.4,67.5,69.3,Iowa
28020,55049,Iowa,Female Breast,2010-2014,All Ages,101,66.9,54.2,81.9,6.8,68.5,67.6,69.4,Iowa
28021,55049,Iowa,Female Breast,2011-2015,All Ages,98,64.4,51.9,79.2,6.7,69.2,68.3,70.1,Iowa
28022,55049,Iowa,Female Breast,2012-2016,All Ages,109,73.5,59.9,89.5,7.3,69.3,68.4,70.3,Iowa
28023,55049,Iowa,Female Breast,2013-2017,All Ages,106,72.1,58.4,88.1,7.3,69.7,68.8,70.6,Iowa
28024,55049,Iowa,Female Breast,2014-2018,All Ages,109,72.2,58.7,88,7.2,70.1,69.2,71,Iowa
28025,55049,Iowa,Female Breast,2015-2019,All Ages,99,66.5,53.4,81.9,7,71,70.1,71.9,Iowa
28026,55049,Iowa,Female Breast,2016-2020,All Ages,96,63.8,51.1,78.9,6.8,70.2,69.3,71.1,Iowa
28369,55051,Iron,Female Breast,1999-2003,All Ages,32,60,40.1,88.2,11.2,73.3,72.3,74.4,Iron
28370,55051,Iron,Female Breast,2000-2004,All Ages,32,58.8,39.7,86.2,10.7,70.9,69.9,71.9,Iron
